ps_code,mp_code,monitor_time,pollutant_code,pollutant_name,strength,standard_value,remark,status,data_status,create_time,update_time,day,company
,,,,,,,,,,,,20231001,温州龙湾伟明环保能源有限公司
,,,,,,,,,,,,20231001,哈尔滨市双琦环保资源利用有限公司
,,,,,,,,,,,,20231001,泰州京城环保产业有限公司
,,,,,,,,,,,,20231001,光大城乡再生能源（灌云）有限公司
,,,,,,,,,,,,20231001,玉环伟明环保能源有限公司
,,,,,,,,,,,,20231001,滁州皖能环保电力有限公司
,,,,,,,,,,,,20231001,上海维皓再生能源有限公司
,,,,,,,,,,,,20231001,清远市中田新能源有限公司
,,,,,,,,,,,,20231001,威海艾山环境再生能源有限公司
,,,,,,,,,,,,20231001,五莲新能环保发电有限公司
,,,,,,,,,,,,20231001,北京首钢生物质能源科技有限公司
,,,,,,,,,,,,20231001,成都三峰环保发电有限公司
,,,,,,,,,,,,20231001,赤峰市三峰环保能源有限公司
,,,,,,,,,,,,20231001,弋阳海创环境能源有限责任公司
,,,,,,,,,,,,20231001,泸州川能环保能源发电有限公司
,,,,,,,,,,,,20231001,扬州泰达环保有限公司
,,,,,,,,,,,,20231001,天津绿色动力再生能源有限公司
,,,,,,,,,,,,20231001,威海环文再生能源有限公司
,,,,,,,,,,,,20231001,黄山泰达环保有限公司
,,,,,,,,,,,,20231001,光大城乡再生能源（淮安）有限公司
,,,,,,,,,,,,20231001,朗坤环保能源（茂名）有限公司
,,,,,,,,,,,,20231001,光大环保能源（太康）有限公司
,,,,,,,,,,,,20231001,枣庄中电环保发电有限公司
,,,,,,,,,,,,20231001,湖州南太湖环保能源有限公司
,,,,,,,,,,,,20231001,新化县垃圾焚烧发电厂（光大环保）
,,,,,,,,,,,,20231001,庆阳圣元环保电力有限公司
,,,,,,,,,,,,20231001,临泉皖能环保电力有限公司
,,,,,,,,,,,,20231001,昆明海创环境工程有限责任公司
,,,,,,,,,,,,20231001,延吉天楹环保能源有限公司
,,,,,,,,,,,,20231001,福州红庙岭垃圾焚烧发电有限公司
,,,,,,,,,,,,20231001,北京环卫集团房山有限公司生物质能源科技分公司（垃圾焚烧厂）
,,,,,,,,,,,,20231001,苍南伟明环保能源有限公司
,,,,,,,,,,,,20231001,慈溪中科众茂环保热电有限公司
,,,,,,,,,,,,20231001,临沂恒泰新能源有限公司
,,,,,,,,,,,,20231001,北控环境再生能源沭阳有限公司
,,,,,,,,,,,,20231001,成武德润环保能源有限公司
,,,,,,,,,,,,20231001,湘乡现代环保能源有限公司
,,,,,,,,,,,,20231001,聊城康达垃圾处理有限公司
,,,,,,,,,,,,20231001,中节能（保定）环保能源有限公司
,,,,,,,,,,,,20231001,光大环保能源（平度）有限公司
,,,,,,,,,,,,20231001,瀚蓝（海阳）固废处置有限公司
,,,,,,,,,,,,20231001,无锡益多环保热电有限公司
,,,,,,,,,,,,20231001,高唐县国环再生资源有限公司
,,,,,,,,,,,,20231001,城发环保能源（西平）有限公司
,,,,,,,,,,,,20231001,浙江华川深能环保有限公司
,,,,,,,,,,,,20231001,东莞市新东元环保投资有限公司
,,,,,,,,,,,,20231001,光大环保能源（沛县）有限公司
,,,,,,,,,,,,20231001,磐石海创环保科技有限责任公司
,,,,,,,,,,,,20231001,连云港晨兴环保产业有限公司
,,,,,,,,,,,,20231001,信宜粤丰环保电力有限公司
,,,,,,,,,,,,20231001,中节能（通化）环保能源有限公司
,,,,,,,,,,,,20231001,浙江春晖环保能源股份有限公司
,,,,,,,,,,,,20231001,石家庄嘉盛新能源有限公司
,,,,,,,,,,,,20231001,天台县交投环境管理有限公司
,,,,,,,,,,,,20231001,耒阳市现代金利亚环保科技有限公司
,,,,,,,,,,,,20231001,高安意高再生资源热力发电有限公司
,,,,,,,,,,,,20231001,周口市丰泉环保电力有限公司
,,,,,,,,,,,,20231001,三门康恒绿能再生能源有限公司
,,,,,,,,,,,,20231001,泉州市圣元环保电力有限公司
,,,,,,,,,,,,20231001,娄底市垃圾焚烧发电厂（康恒环保）
,,,,,,,,,,,,20231001,中节能定州环保能源有限公司
,,,,,,,,,,,,20231001,城发环保能源（伊川）有限公司
,,,,,,,,,,,,20231001,丰城绿色动力环保有限公司
,,,,,,,,,,,,20231001,宁波明州环境能源有限公司
,,,,,,,,,,,,20231001,中卫市绿能新能源有限公司
,,,,,,,,,,,,20231001,盘州市深能捷通环保有限公司（生活垃圾焚烧发电厂）
,,,,,,,,,,,,20231001,光大绿色环保城乡再生能源（古田）有限公司
,,,,,,,,,,,,20231001,焦作市绿鑫城发有限公司
,,,,,,,,,,,,20231001,武汉千子山能源有限公司
,,,,,,,,,,,,20231001,永济市华信达清洁能源有限公司
,,,,,,,,,,,,20231001,石首绿色动力再生能源有限公司
,,,,,,,,,,,,20231001,中节能（盐山）环保能源有限公司
,,,,,,,,,,,,20231001,光大环保能源（泗阳）有限公司
,,,,,,,,,,,,20231001,桂林市深能环保有限公司
,,,,,,,,,,,,20231001,瀚蓝（常德）环保服务有限公司
,,,,,,,,,,,,20231001,广水市康恒新能源有限公司
,,,,,,,,,,,,20231001,兰陵兰清环保能源有限公司
,,,,,,,,,,,,20231001,江西洪城康恒环境能源有限公司
,,,,,,,,,,,,20231001,光大环保能源(衢州）有限公司
,,,,,,,,,,,,20231001,北京南宫生物质能源有限公司
,,,,,,,,,,,,20231001,肇东北控环境再生能源有限公司
,,,,,,,,,,,,20231001,光大环保能源（宁波）有限公司
,,,,,,,,,,,,20231001,临朐邑清环保能源有限公司
,,,,,,,,,,,,20231001,广环投清新环保能源有限公司-雷州
,,,,,,,,,,,,20231001,宿州市泗县深能环保有限公司
,,,,,,,,,,,,20231001,光大现代环保能源(湘阴)有限公司
